,youtube_features,youtube_featurs_No
4552,my hair,2.01299474478947
4553,video like,2.012440913574154
4554,ish,2.011692730814042
4555,dos,2.0116342241199665
4556,she sounds,2.011525821533362
4557,guy with,2.011471017802005
4558,2011,2.0112777282285377
4559,goosebumps,2.0109497223854422
4560,put that,2.01002023144799
4561,tem,2.0095462233327397
4562,guy was,2.0094773033944957
4563,the cops,2.0093612085441346
4564,up like,2.009353166174965
4565,the funniest,2.0092228666667484
4566,plenty,2.008980399838357
4567,ako,2.008654172696156
4568,play with,2.0086084342522335
4569,cum,2.008024308113038
4570,said he,2.0078067680495235
4571,just be,2.00775732210508
4572,xp,2.0076384366651654
4573,any way,2.00760579701839
4574,saying it,2.0070044998934367
4575,your eyes,2.006938385149275
4576,call it,2.006876554769955
4577,what this,2.006830932386657
4578,sexy and,2.0055928182261344
4579,find out,2.0055796688331697
4580,thats my,2.0055307273874092
4581,but do,2.0053573148315422
4582,pa,2.0050740839671746
4583,mentioned,2.004683988370371
4584,innocent,2.004597184259214
4585,company,2.004297483388129
4586,reference,2.004235589666253
4587,what ever,2.0038296989097675
4588,naw,2.0036611638274313
4589,son of,2.0030260085547096
4590,hill,2.0025071595594235
4591,rare,2.0004221643219653
4592,do better,2.0001276384907962
4593,videos so,1.9999708095269795
4594,moi,1.999899706559781
4595,at school,1.9994678835169948
4596,nada,1.999443690720964
4597,and good,1.99833877645752
4598,was he,1.998208525964829
4599,don say,1.99765005597212
4600,toilet,1.997181049421191
4601,the night,1.996979422567288
4602,have nice,1.9964694880382257
4603,it no,1.9963904252400706
4604,kan,1.9957391654308276
4605,watching it,1.995730121006795
4606,so she,1.9954700239152219
4607,virus,1.9945985537325681
4608,false,1.9945968769353082
4609,it ll,1.9938966303199388
4610,you talk,1.9936808214668107
4611,it only,1.9933645968712492
4612,ri,1.9929985191505095
4613,remember this,1.9928624648412399
4614,so stupid,1.9926799814916567
4615,but to,1.9924348669374616
4616,crowd,1.99199567930322
4617,and ill,1.9916953641756596
4618,most beautiful,1.9915554199417662
4619,it could,1.9913253472123098
4620,youtube com,1.9902242757283095
4621,like shit,1.9893936954218026
4622,happens to,1.9882590402529943
4623,tough,1.9880856521088843
4624,minha,1.987641154327674
4625,te amo,1.9872126279832492
4626,work out,1.9869423895500447
4627,return,1.9868357409701223
4628,attempt,1.9858303814375806
4629,mam,1.9851640240372768
4630,song with,1.9845904581060223
4631,kurt,1.9839819459321535
4632,drew,1.9838503405700132
4633,harlem shake,1.9837749208869921
4634,ba,1.983489717925064
4635,is stupid,1.983350843624279
4636,dollars,1.983255079276511
4637,this if,1.98258793393739
4638,oil,1.9817263008405959
4639,peeps,1.9815978967768326
4640,hitler,1.98052025679812
4641,her eyes,1.979737706169123
4642,lips,1.979588426274655
4643,nails,1.9793641151695844
4644,jus,1.9790160920579325
4645,should just,1.9790064186753396
4646,her ass,1.977670104121001
4647,she not,1.9773301443377822
4648,hook,1.9770567735065627
4649,love his,1.9765931247518058
4650,josh,1.9765679774929374
4651,views and,1.9765488594175202
4652,extra,1.9764747992407043
4653,awesome this,1.9763482384981264
4654,thumbnail,1.9759994613069523
4655,nt,1.973584808464745
4656,whole thing,1.973297765356101
4657,guys and,1.9732936496587274
4658,props,1.9719743317315017
4659,be that,1.9717777172399251
4660,gas,1.971279644386032
4661,happy for,1.9712576279907845
4662,dropped,1.9701778969670385
4663,to what,1.9699650250102432
4664,did she,1.969847948812749
4665,wasting,1.9691278180400946
4666,know she,1.9688684024958991
4667,pillow,1.968617097753496
4668,off my,1.9685857263044328
4669,this way,1.9683994955633188
4670,an hour,1.9676814702721137
4671,and everything,1.9673147809925609
4672,ga,1.9671302861399034
4673,lol they,1.9664343121424204
4674,videos are,1.966243652987331
4675,chocolate,1.9658571588895877
4676,be happy,1.9655037977484677
4677,available,1.965355503770868
4678,filmed,1.9647125039066393
4679,good singer,1.9640788238681643
4680,wouldn be,1.963919809693326
4681,opening,1.9636829937299873
4682,that doesn,1.962831275089705
4683,ago and,1.9624576237904223
4684,when im,1.9623942832941093
4685,confusing,1.962184268708407
4686,theres no,1.9616753039246866
4687,for more,1.9614919641978013
4688,steal,1.9611801031586469
4689,enemy,1.9608600089372437
4690,go home,1.9605820826047922
4691,katy perry,1.95957641284289
4692,are doing,1.9583709692010438
4693,priceless,1.9577022132138533
4694,equal,1.9569077706813318
4695,shout,1.9569058446553602
4696,with their,1.9558410733860432
4697,song lol,1.9554230105946369
4698,to upload,1.9552940441042135
4699,and their,1.9552629168678335
4700,it your,1.955156737691925
4701,fu,1.9549558864264003
4702,plane,1.954423338114142
4703,it didn,1.9543315665094132
4704,are my,1.9541333303158424
4705,nh,1.9539756546108404
4706,to god,1.953774024935185
4707,bucks,1.9537437429282276
4708,noticed that,1.953453936326843
4709,let them,1.9532517513788838
4710,the heck,1.9532347265580212
4711,pm,1.9532303458579787
4712,throwing,1.951290772232262
4713,up there,1.951167704902976
4714,muslim,1.9511560890211912
4715,guy that,1.9510891988319936
4716,meant to,1.9509653051729137
4717,lazy,1.9504599415953816
4718,it comes,1.9496910080558862
4719,it about,1.9495854148467917
4720,robin,1.9488224589052405
4721,lmao you,1.94871880489378
4722,the dance,1.9483461840509233
4723,private,1.946888613004982
4724,six,1.946661769485183
4725,her name,1.9465791773346093
4726,this version,1.946286449896057
4727,the series,1.946133037560284
4728,your shit,1.9455408046447769
4729,in school,1.9454585719736825
4730,read it,1.9452966422672664
4731,cast,1.9448994500509016
4732,picked,1.9444379992234286
4733,drama,1.9444337774528835
4734,agree that,1.9440486667955557
4735,love ya,1.943632834188965
4736,and maybe,1.9435141844933421
4737,calls,1.9434698047292038
4738,are better,1.9426456410844715
4739,doing the,1.9419863442700074
4740,effort,1.9414463814644412
4741,aus,1.9412067673590245
4742,get them,1.940526255091213
4743,would just,1.9404843709640376
4744,lol just,1.9401910194515943
4745,bow,1.9400289759456664
4746,theirs,1.9398205413704173
4747,pony,1.939640405081109
4748,good you,1.9392649400154416
4749,anthony,1.939243359155164
4750,somethin,1.9389836381517793
4751,the actual,1.9387643502505423
4752,load,1.936760685914591
4753,cutest thing,1.9365530671777813
4754,the ground,1.936551460271062
4755,would go,1.9365249442887362
4756,motherfucker,1.9359164414644758
4757,lolololol,1.9354183308522495
4758,ashamed,1.9350525177130982
4759,so weird,1.934811360556655
4760,know but,1.9347616720640506
4761,intelligent,1.9346243938549488
4762,pregnant,1.9345884346163473
4763,yolo,1.9345002236821387
4764,the front,1.9343369964303851
4765,so gay,1.9341932953299583
4766,tip,1.9335524230582462
4767,when this,1.9328973156705282
4768,just can,1.9327987057040072
4769,don worry,1.9322070500635933
4770,good like,1.9318721209533507
4771,upon,1.9313812564522919
4772,liked the,1.9311373675924077
4773,perhaps,1.9300354772068935
4774,lol at,1.9293013865693143
4775,aha,1.9290469387061544
4776,than me,1.9272176370481955
4777,science,1.9267517126995009
4778,any other,1.9265408971106188
4779,cash,1.9265406122675273
4780,uhh,1.9258173341299947
4781,do like,1.9256946425109998
4782,really hard,1.9256456607641141
4783,you it,1.9256229922166381
4784,encanta,1.9252042462790175
4785,are great,1.9246903287983992
4786,came to,1.9245611075273348
4787,my shit,1.924446717426386
4788,do do,1.9241935241122463
4789,stop it,1.9236075124990293
4790,jobs,1.9233581478817696
4791,dara,1.9233034078033422
4792,that like,1.9223288960293086
4793,fuckers,1.9221748978981008
4794,this whole,1.921702046554702
4795,vagina,1.9204110823080205
4796,video lol,1.9194880419347358
4797,comedy,1.9190598744452994
4798,jag,1.9180067751617436
4799,time for,1.9178082522772797
4800,prison,1.9167562591756133
4801,coming to,1.9167428020162038
4802,to pay,1.9164796184969688
4803,beach,1.9160018848166471
4804,and people,1.9158467908449417
4805,got my,1.9154981044139308
4806,if were,1.9154945041338698
4807,extreme,1.915433213403634
4808,mini,1.914389543011901
4809,christians,1.9142762811614285
4810,potter,1.9136657752688144
4811,watching the,1.9135462041061524
4812,who have,1.912020416816261
4813,if can,1.9117458868902062
4814,board,1.911113754002708
4815,it said,1.9106858116290555
4816,wtf you,1.910662128319523
4817,kill yourself,1.9102536327681479
4818,aqui,1.9098856685099104
4819,official,1.90971310675691
4820,haha love,1.9093495868559567
4821,my comment,1.9088507622860686
4822,to school,1.90850047723229
4823,pvp,1.9082640385260976
4824,too and,1.908149932370056
4825,come from,1.9075017187792287
4826,it means,1.9073957988018666
4827,no longer,1.9071864334100745
4828,this dude,1.9071097369675332
4829,this should,1.9070976724487607
4830,entertaining,1.906667683681159
4831,working on,1.9066365748089165
4832,favor,1.9060543017232834
4833,are on,1.9057575743483137
4834,duck,1.9054703198132548
4835,they had,1.9054395812671365
4836,demi,1.905424286383885
4837,omg that,1.905001202343755
4838,is and,1.9046086633556796
4839,footage,1.9043656071563575
4840,song of,1.9038989857005562
4841,wiz,1.9035786188709145
4842,scared the,1.9034777798848141
4843,az,1.902933028090029
4844,stomach,1.9021409094500625
4845,consider,1.9019237904502666
4846,those people,1.9001791002462105
4847,have made,1.8996875202864127
4848,west,1.8991833705646282
4849,sigh,1.899048962021507
4850,mainstream,1.8986513931788664
4851,for an,1.8985335087505522
4852,smith,1.8985156558203307
4853,bones,1.8980590115698721
4854,on all,1.8971667932631047
4855,there no,1.897133651864467
4856,sur,1.896783631866313
4857,alle,1.8967056883791247
4858,just wanted,1.896666862366587
4859,checked,1.8966195118365685
4860,gross,1.8959738527285634
4861,lol is,1.8957696113992115
4862,them but,1.8957029418043376
4863,favorites,1.8952694739939162
4864,not an,1.894554885666089
4865,like its,1.8943646118900608
4866,esa,1.8942165624253822
4867,then he,1.8942059840196206
4868,are still,1.8939537110351
4869,on an,1.893765663514434
4870,seem like,1.8932465122858604
4871,don need,1.8926211182387753
4872,to hate,1.8925457541941253
4873,skip,1.8924258762958928
4874,thats all,1.892358822727043
4875,no this,1.8921978056979378
4876,von,1.8921834044216521
4877,looks good,1.891788008320567
4878,but no,1.8917411023990605
4879,surprised,1.891616766395788
4880,know right,1.890684528581368
4881,god is,1.8901534840974565
4882,wanna know,1.8900809526189286
4883,tag,1.8899618280481043
4884,damage,1.8897254512974115
4885,xbox 360,1.8891946599650824
4886,people with,1.8889692255224935
4887,her hair,1.8888418183811713
4888,the radio,1.888640394675889
4889,teens,1.8878708042643018
4890,currently,1.887487277120551
4891,got that,1.8863900424668925
4892,would get,1.885904319758216
4893,cant believe,1.8857668702106773
4894,only in,1.8854756919053046
4895,tear,1.885322753244705
4896,for us,1.8852194226040364
4897,wasted,1.8848885366789734
4898,ur videos,1.8844861991581714
4899,my house,1.8840567470212264
4900,bringing,1.8840517192880095
4901,who can,1.8837410117568194
4902,see them,1.88364521149428
4903,artists,1.8834023378528255
4904,eine,1.8833862039118996
4905,grey,1.8832589810062188
4906,want this,1.8832330224550775
4907,are both,1.8830035614335823
4908,cross,1.8824714681019148
4909,inspiring,1.882393091129975
4910,they could,1.8822985394091571
4911,wats,1.882293147691027
4912,beyonce,1.8813920420316306
4913,pray,1.881357538147955
4914,are too,1.8807332984850795
4915,credit,1.8803625861842417
4916,allowed to,1.8794716377341159
4917,the crap,1.8792533763285677
4918,this as,1.877893575333687
4919,prank,1.8777677315673253
4920,ll never,1.8776858997882018
4921,chris brown,1.8776839286624685
4922,that too,1.877483786523404
4923,sometime,1.8768748416164884
4924,to death,1.8758463369839404
4925,glee,1.875563222448478
4926,but was,1.8751915241538892
4927,there will,1.8750931657946517
4928,my fucking,1.875079584946805
4929,and yes,1.8747476890250652
4930,figure,1.8745660696832696
4931,officer,1.874505099790011
4932,drummer,1.8742838450716413
4933,that fucking,1.8742556279153613
4934,ladies,1.8735208110758854
4935,stone,1.8735075246664452
4936,very pretty,1.8729392160427836
4937,kill me,1.8728746067436073
4938,seem to,1.8728424146786897
4939,var,1.8716241911683176
4940,shadow,1.8715880845526809
4941,vevo,1.8712662393787833
4942,liar,1.8710949228100582
4943,is hot,1.8710893996620361
4944,pounds,1.8705473162969914
4945,impressed,1.8705471272352037
4946,want that,1.8704410737309518
4947,what would,1.8696005141811503
4948,way more,1.8687519609247607
4949,deserve to,1.8684068316576106
4950,the news,1.8683735730960078
4951,kill you,1.8673063957962384
4952,side of,1.867239778653744
4953,thats so,1.8671459942937279
4954,talked,1.8670494868811844
4955,was talking,1.8662953892905352
4956,what in,1.865660147983889
4957,nuts,1.8653104391613997
4958,sound of,1.8648661211304671
4959,was better,1.8646831017337633
4960,decided,1.8634242331969462
4961,glitch,1.8632681367203912
4962,yes you,1.862907034599887
4963,andy,1.862546952304723
4964,stop making,1.8625203784021302
4965,yourselves,1.8620582337860214
4966,for while,1.8617936927933625
4967,albums,1.8610563099610367
4968,table,1.8606496989213661
4969,your really,1.860385033276415
4970,the government,1.8601593302614363
4971,engine,1.8600281993814585
4972,prick,1.859920545208149
4973,michael jackson,1.8594655975548364
4974,dudes,1.8589082775503647
4975,stronger,1.8587221174760455
4976,was hilarious,1.8585853061553532
4977,fait,1.8579452183663014
4978,times and,1.857850199794389
4979,hair and,1.8575889040115854
4980,voc,1.8573150880947515
4981,is now,1.8571610210154461
4982,very very,1.8569594628202795
4983,helped me,1.8562157133349992
4984,but for,1.8555664763195316
4985,to post,1.8555420111354812
4986,che,1.8555389169612537
4987,hear you,1.8554815791950159
4988,losing,1.8547413593093862
4989,girl at,1.8534260522543762
4990,all but,1.852973923873215
4991,me for,1.8528695170405305
4992,me think,1.8527066236833982
4993,on top,1.8524072372207643
4994,was very,1.8520343576077813
4995,fellow,1.8518901477400176
4996,building,1.8516595222692318
4997,to turn,1.8516058364561523
4998,can use,1.8516002322954648
4999,tiene,1.8515399067270848
5000,to record,1.8513887073298843
5001,is sad,1.8510430097708306
5002,volume,1.850468003510462
5003,on and,1.850410012467112
5004,eyes are,1.8503079700417466
5005,first of,1.8498104938649906
5006,smooth,1.8497553294099054
5007,doing that,1.84928159037962
5008,put this,1.8492543825708017
5009,them out,1.8490581361478928
5010,euch,1.8486105593358453
5011,driver,1.8485455560732562
5012,this stuff,1.8484723765300393
5013,last night,1.84844269089064
5014,gotta love,1.8483249128851589
5015,and did,1.8477414410854338
5016,lololol,1.8473651968951859
5017,helps,1.8470126222889585
5018,59,1.846255915074145
5019,gays,1.8460844505498946
5020,ddd,1.8460046232042475
5021,great vid,1.8456336728942986
5022,hatin,1.845428334195138
5023,them you,1.8453227133392185
5024,you try,1.8448486682508756
5025,can only,1.8446275300371144
5026,satan,1.8443978723395744
5027,she doesnt,1.8443141067391058
5028,anyone who,1.8443021793978134
5029,my bad,1.8442172083295663
5030,tube,1.8442088733837259
5031,me it,1.8440652141116824
5032,about them,1.8440411013551607
5033,was made,1.8437519726403309
5034,not gonna,1.843046435186781
5035,you very,1.8430154417209614
5036,and look,1.8427639269998455
5037,got talent,1.8426535146232714
5038,someday,1.8425956334927884
5039,hope that,1.8422460633201585
5040,no its,1.842228401691632
5041,his ass,1.8421601901676998
5042,much of,1.8417980383550496
5043,goal,1.841542919393549
5044,hammer,1.8411130157630384
5045,lmaoo,1.8407025601224827
5046,whats your,1.840355935558785
5047,just have,1.8399141203239324
5048,who would,1.8398699273799815
5049,appear,1.8398526330870228
5050,grown,1.8398445849493696
5051,ive seen,1.839837048519208
5052,dry,1.8392056435811137
5053,don see,1.8391115938896743
5054,was wondering,1.8388725430060973
5055,as he,1.8386491673719434
5056,friends and,1.838080814214246
5057,have such,1.8378093680971266
5058,asi,1.8366436277373226
5059,for what,1.836491604049603
5060,why people,1.8362081229532983
5061,books,1.8359859050417628
5062,at 30,1.8358033204348885
5063,here it,1.8356801617072844
5064,regular,1.8353805723484584
5065,religious,1.8348409820120786
5066,to yourself,1.8348131709303415
5067,at 00,1.8346219195896936
5068,forgive,1.8336478677417434
5069,program,1.833437268973678
5070,omg your,1.8333990631359567
5071,him for,1.833222919987275
5072,is nice,1.8329220594717908
5073,on every,1.8327832454531785
5074,it off,1.8326498215220952
5075,she gets,1.8326014971692932
5076,will you,1.8324654516029346
5077,kissed,1.831826274236465
5078,jr,1.8316898304689417
5079,you because,1.8315036342792554
5080,just an,1.8314540180672494
5081,paint,1.8308496887103274
5082,moved,1.8303731229757392
5083,tooo,1.8301617901165603
5084,for those,1.83006515518709
5085,is much,1.8290206558730018
5086,videos you,1.8288437632064187
5087,that actually,1.8286191344673577
5088,be there,1.8272350839200084
5089,song called,1.826761544565544
5090,me please,1.8266206679573334
5091,then it,1.826226910015188
5092,god for,1.825652706664289
5093,dans,1.8248601286869828
5094,esto,1.8247297162043181
5095,the idea,1.8242875511776542
5096,she says,1.824008805649215
5097,lool,1.8234436220627135
5098,ch,1.823383013728289
5099,lying,1.8229003842633176
5100,whole video,1.8226058024780067
5101,all and,1.822023849888542
5102,confidence,1.8219077659574827
5103,factor,1.8218167102741296
5104,loose,1.8214450064122851
5105,witch,1.8213063520812995
5106,it fucking,1.8210073495307986
5107,mission,1.8207755393469136
5108,your opinion,1.8204299756736542
5109,and enjoy,1.8197298024846886
5110,bigbang,1.8192256820768105
5111,for long,1.819182627603105
5112,not gay,1.819087130011199
5113,don really,1.8187802265130142
5114,mins,1.8184453882073637
5115,duh,1.8177274451428076
5116,too lol,1.8174146184772428
5117,never had,1.8173326454990157
5118,something that,1.8172040815848534
5119,the haters,1.8171398336831799
5120,london,1.816366912277939
5121,miss the,1.8163581269584677
5122,hip,1.8159035902790353
5123,reasons,1.8158318671600666
5124,it actually,1.8148933576546142
5125,za,1.8148885226999603
5126,speaks,1.814214839992147
5127,office,1.8141831657759724
5128,yr,1.8140999205629773
5129,find this,1.8139928280717417
5130,flow,1.8139067180550288
5131,harry potter,1.8138969316369913
5132,tak,1.8138487551111004
5133,right and,1.81366774828724
5134,hey man,1.8133983436491203
5135,there would,1.8133056801595746
5136,try it,1.8130542346605447
5137,ang,1.8126459686116365
5138,with an,1.8126135636940266
5139,europe,1.8124792273577432
5140,out this,1.8121744710377579
5141,grande,1.8116639387810214
5142,last year,1.8116321590541842
5143,social,1.8113865687045083
5144,years and,1.8113832854296774
5145,cute you,1.811196006780925
5146,win the,1.8111426817789957
5147,he like,1.810936185012192
5148,10 years,1.8108696912693467
5149,fave,1.8108385280865487
5150,effect,1.8100798929967767
5151,hab,1.809412246071337
5152,the intro,1.8093191716598245
5153,section,1.809262248778165
5154,no me,1.8092327824888672
5155,spam,1.8083566248643173
5156,it haha,1.8082666218546815
5157,nice and,1.8080135440056069
5158,my boyfriend,1.8078041497363417
5159,your heart,1.8069731431732003
5160,murder,1.8068085457945404
5161,beard,1.8063408191712984
5162,love from,1.8063222508172474
5163,jerry,1.8056951740125622
5164,on itunes,1.8051814522750527
5165,impressive,1.8040986871638869
5166,you rock,1.8034357918261676
5167,in any,1.803431121388885
5168,the voice,1.8032490918581439
5169,don watch,1.8031673873999459
5170,ur voice,1.8030650242817403
5171,re gonna,1.8030150878931777
5172,really need,1.802837434976276
5173,recommend,1.8022216162950235
5174,mass,1.802212542254923
5175,en el,1.802090837824466
5176,hear it,1.8018617550843579
5177,appreciate it,1.8014581450472615
5178,har,1.8013758115062046
5179,was little,1.801164615408464
5180,stupid and,1.8010215907016744
5181,lolol,1.8010127131195417
5182,isso,1.801012651547369
5183,file,1.800876023953611
5184,as my,1.8007283668200076
5185,the more,1.8003587411108795
5186,best friends,1.800274973069795
5187,din,1.800092063543186
5188,healthy,1.8000861149290839
5189,didn have,1.7996249789433725
5190,people dont,1.7995576537575961
5191,that man,1.799470533204451
5192,really bad,1.7991647503486166
5193,fixed,1.7988979193887205
5194,zelda,1.7984886947058354
5195,strength,1.7984295476116048
5196,she still,1.7981532312537283
5197,pie,1.7980662562575709
5198,universe,1.7978281450393978
5199,ignorance,1.7974846456399944
5200,liebe,1.7974728990264528
5201,is probably,1.7967481184067988
5202,youtubers,1.796704869121032
5203,foot,1.7964281254585597
5204,do cover,1.796143356486445
5205,his hair,1.795138357344897
5206,per,1.795090309523174
5207,growing,1.7947665319654114
5208,stream,1.7946268882995071
5209,is horrible,1.7941227047797097
5210,response,1.7940045820717185
5211,look it,1.793900736113613
5212,only reason,1.7938103330162034
5213,laughs,1.7932003432051564
5214,youtube video,1.7931200192795196
5215,reason why,1.7928530004705223
5216,tiffany,1.7927579016334456
5217,was born,1.7926771913753294
5218,this really,1.7918765784407162
5219,danny,1.7916269824883984
5220,be your,1.7915332519014389
5221,very cool,1.7914301122172835
5222,to become,1.7909731221792637
5223,kyle,1.7909663960826248
5224,florida,1.7909459583326268
5225,fuk,1.7907822451226023
5226,useless,1.7906353264296166
5227,are an,1.7904872701063759
5228,million views,1.7901586049079143
5229,the 1st,1.790109181932551
5230,are some,1.7900386805571857
5231,colors,1.789572977020427
5232,middle school,1.789543639675564
5233,robert,1.78758788767135
5234,that awkward,1.7871063378828345
5235,the baby,1.7865371354051123
5236,skyrim,1.7864597142715526
5237,fucking amazing,1.7864234498157137
5238,man just,1.7863936727359158
5239,taste in,1.7860994060938522
5240,feels like,1.7859462130233914
5241,someone to,1.7859072151583155
5242,some reason,1.7858605691832599
5243,po,1.7851375525636213
5244,wont be,1.7850621883675344
5245,such beautiful,1.7846456558986596
5246,never heard,1.7842507050306742
5247,make them,1.7840666240708483
5248,on there,1.7831495158400328
5249,but with,1.783069317388493
5250,ripped,1.7828211116897128
5251,be done,1.7828113050763341
5252,do we,1.7825825313411918
5253,cl,1.7803366244998373
5254,kitchen,1.7801192738685636
5255,bem,1.7800804563569448
5256,joseph,1.779545910748778
5257,are for,1.779451580995711
5258,so please,1.7792315756330275
5259,heh,1.7792031393594767
5260,can play,1.7788090169609856
5261,she really,1.7785350175482055
5262,stop hating,1.7783129375424056
5263,raw,1.7781903478693215
5264,video to,1.7777082326023452
5265,on them,1.7773048227858497
5266,just fucking,1.7771602709550138
5267,be funny,1.7770284303339534
5268,got some,1.7765052060520747
5269,likes to,1.776304523627453
5270,idea of,1.7759586077943776
5271,as far,1.7759162120091743
5272,that don,1.7754410966775893
5273,mistakes,1.775343692940908
5274,pair,1.7752983511677993
5275,damn this,1.7752933810272604
5276,they ve,1.775275709456087
5277,what my,1.7746984185418793
5278,you agree,1.774682746850869
5279,one word,1.774420777493108
5280,shark,1.7742795050222195
5281,us all,1.7742340473223788
5282,but seriously,1.7741010245232696
5283,option,1.773977773412286
5284,spent,1.773961332467256
5285,imo,1.7738495143062674
5286,rather than,1.7734200549610972
5287,cheating,1.7729695674648498
5288,was too,1.7728576545675023
5289,on in,1.7726539495525442
5290,grew up,1.7726029537150472
5291,argue,1.7725665701404087
5292,soft,1.7723124850059877
5293,up my,1.7720775630430483
5294,making videos,1.7718613749529732
5295,buena,1.7717336228733152
5296,do know,1.7716931246223477
5297,video so,1.771563886534938
5298,mirror,1.7715328779228678
5299,fart,1.7714198082833377
5300,gawd,1.7705903228418787
5301,deleted,1.7704653791142475
5302,other videos,1.7702726533266269
5303,may have,1.7699841581127134
5304,he he,1.7695279115253006
5305,those things,1.768780331600541
5306,drinking,1.7678405160956965
5307,so mean,1.7675568968182334
5308,think so,1.7673317485254925
5309,would probably,1.7667042212661392
5310,it they,1.766412374851962
5311,how she,1.7660262070873225
5312,be more,1.7657712201257543
5313,mag,1.7657179328267911
5314,could get,1.7655897885520735
5315,comeback,1.7649421063604125
5316,idea what,1.764065761428374
5317,thick,1.763328438161892
5318,get you,1.7632855811765225
5319,lov,1.7632077125419885
5320,care if,1.763203438109938
5321,come up,1.7631680287402967
5322,thought was,1.7628632442048804
5323,wishes,1.762614416976427
5324,fucking love,1.762467773319055
5325,eyes and,1.7623800714634597
5326,shots,1.7617372676324647
5327,worried,1.7617352840717897
5328,meine,1.7608324326582567
5329,not get,1.7603389811550298
5330,have had,1.7603215273020585
5331,him so,1.7595039595505368
5332,is soooo,1.7594042883240377
5333,funny this,1.7581416985547769
5334,go fuck,1.7576453209477056
5335,hospital,1.757542886584819
5336,time but,1.7574396517363429
5337,for good,1.757342949489254
5338,that will,1.7572581779147092
5339,so excited,1.7567840765350027
5340,closely,1.756509132981525
5341,joker,1.7564963589078852
5342,worlds,1.7562726682181022
5343,or do,1.7559543758524216
5344,brush,1.7559346849456943
5345,taught,1.755761426440839
5346,of one,1.7555970681859423
5347,up love,1.75540139295823
5348,so in,1.7550789912790565
5349,was doing,1.7547338876478578
5350,wonder how,1.754320837032481
5351,plastic,1.753985240479311
5352,like justin,1.7536952346859302
5353,you no,1.753119374866202
5354,god love,1.752246294200322
5355,bad but,1.752135316764702
5356,never gets,1.7520359611073548
5357,now have,1.7518807477396765
5358,ahhhh,1.7518162526464314
5359,awwwww,1.7510278757883324
5360,yeah it,1.7508663598057994
5361,laughed so,1.750648594518946
5362,teen,1.7506464213237476
5363,comes to,1.750618966316491
5364,thoughts,1.7504602007599857
5365,always been,1.750039956507841
5366,youu,1.7500261047532197
5367,lol im,1.7499932324481042
5368,to laugh,1.7495701305544888
5369,grandma,1.749360513410602
5370,2000,1.7493410386761283
5371,can help,1.7490669794639495
5372,photo,1.7489803054978026
5373,an old,1.7486423525547226
5374,any more,1.74849350239476
5375,just go,1.7483921433209595
5376,someone please,1.7482038407937195
5377,sir are,1.7478566121724066
5378,shape,1.7478220387651253
5379,prince,1.7476732349379922
5380,dare you,1.747537379464639
5381,mother fucker,1.7474492228187473
5382,gets old,1.7473799835896722
5383,screams,1.747191510448646
5384,better if,1.7469235677654986
5385,tape,1.7466339690856625
5386,gotta be,1.7465933308374144
5387,disc,1.7465628064065761
5388,passion,1.746101207274367
5389,security,1.745905614348235
5390,69,1.745572170999934
5391,we ll,1.7454308349437084
5392,population,1.745237272865596
5393,out you,1.7451904000654834
5394,center,1.7451861039521779
5395,brings,1.744825541083506
5396,the side,1.7448220578918043
5397,werent,1.7446875343968444
5398,chain,1.744659847444238
5399,get rid,1.7440481614230978
5400,gtfo,1.743854311684014
5401,locked,1.7436782225199863
5402,so nice,1.7430927170932837
5403,so guess,1.7430020124279806
5404,touching,1.7428987322748295
5405,nova,1.7426489240021787
5406,research,1.742463990773092
5407,covered,1.7424362085596723
5408,every one,1.7422675972537565
5409,wth,1.741445835965812
5410,matter how,1.7412540296343917
5411,noch,1.7412261973235945
5412,message me,1.7411860678436994
5413,comparing,1.7409922065937584
5414,also the,1.7408917668760868
5415,of something,1.7403025863717239
5416,are people,1.7394936165320407
5417,request,1.739359102291825
5418,wise,1.738985076979545
5419,obsessed,1.738878224458154
5420,according,1.7388374936546134
5421,according to,1.7388374936546134
5422,me know,1.7382798142848945
5423,tea,1.7379669016342332
5424,jealous of,1.7379210092194042
5425,bf,1.737694847282827
5426,thats just,1.737259118707832
5427,to bad,1.737082051934553
5428,looked at,1.7366321831779
5429,expensive,1.7364972223712072
5430,be rude,1.7364321905812221
5431,cho,1.7362826761608376
5432,ll get,1.7362336582916353
5433,dangerous,1.7360727926785464
5434,the the,1.7360093759748427
5435,and an,1.735984162430609
5436,norris,1.7358034793208157
5437,dich,1.7356751382346176
5438,rush,1.7350193430715153
5439,are pretty,1.734499653848046
5440,music you,1.7340027615324427
5441,way he,1.7338905059825276
5442,sea,1.7337182700161007
5443,nice one,1.733652930427722
5444,health,1.7330802487915373
5445,don let,1.7328839899665733
5446,ny,1.731343632264836
5447,see her,1.731217223151445
5448,her so,1.7309428696409215
5449,his music,1.7304549065313748
5450,sims,1.7302491170818766
5451,accurate,1.7300308937574678
5452,allow,1.7291991520914594
5453,on one,1.7287430821495755
5454,videos but,1.7285596955376437
5455,clue,1.72827339252934
5456,jesus christ,1.7282009913539
5457,judging,1.7279767349926929
5458,the door,1.7278350615131002
5459,wow what,1.727800689761864
5460,seen the,1.7277521249976577
5461,do one,1.7276183847586508
5462,be with,1.7265991055002965
5463,and really,1.7256511205824303
5464,portal,1.7255318174828462
5465,you forgot,1.7249509989041911
5466,reach,1.7245729775838403
